72 Trần Phú, Thị trấn Đak Đoa, Huyện Đak Đoa, Tỉnh Gia Lai
225/14 Phạm Văn Đồng - Phường Thống Nhất - Thành phố  Pleiku - Gia Lai
Tổ 8 - Phường Đống Đa - Thành phố  Pleiku - Gia Lai
Đê Ar - Huyện Mang Yang - Gia Lai
Thôn 1 - Xã Ia KRai - Huyện Ia Grai - Gia Lai
Đăk Jơ Ta - Huyện Mang Yang - Gia Lai
Chư Gu - Huyện Krông Pa - Gia Lai
Điểm 11 - Huyện Krông Pa - Gia Lai
Uar - Huyện Krông Pa - Gia Lai
ChưDrăng - Huyện Krông Pa - Gia Lai
ChưDrăng - Huyện Krông Pa - Gia Lai
Xã Ia Piơ - Huyện Chư Prông - Gia Lai
IA Vêr - Huyện Chư Prông - Gia Lai
Làng Tpôn 1 - Xã Chơ Long - Huyện Kông Chro - Gia Lai
272 Hoàng Hoa Thám - Phường An Tân - Thị xã An Khê - Gia Lai
36 Đống Đa - Phường Ia Kring - Thành phố  Pleiku - Gia Lai
tổ dân phố 2 - Huyện Phú Thiện - Gia Lai
11/3 Nguyễn Thiếp - Phường Diên Hồng - Thành phố  Pleiku - Gia Lai
Thôn Hàm Rồng - Thành phố  Pleiku - Gia Lai
Tổ 7 - Phường Thắng Lợi - Thành phố  Pleiku - Gia Lai
532 Hùng Vương - Phường Phù Đổng - Thành phố  Pleiku - Gia Lai
Thôn 6 - Thành phố  Pleiku - Gia Lai
561 Trần Hưng Đạo - Phường Cheo Reo - Thị xã Ayun Pa - Gia Lai
Thị trấn Chư Ty - Huyện Đức Cơ - Gia Lai
Tổ dân phố 7 - Thị trấn Chư Sê - Huyện Chư Sê - Gia Lai
Đường Bùi Thị Xuân, Tổ 5 - Phường An Phú - Thị xã An Khê - Gia Lai
290 Phạm Văn Đồng - Phường Thống Nhất - Thành phố  Pleiku - Gia Lai
756 Lê Duẩn, thôn 1 - Xã Chư á - Thành phố  Pleiku - Gia Lai
Thôn 2 - Huyện ĐakPơ - Gia Lai
UBND huyện Đức Cơ - Huyện Đức Cơ - Gia Lai
Thôn mới - Huyện Krông Pa - Gia Lai
65 Hai Bà Trưng - Thành phố  Pleiku - Gia Lai
TT Nhơn Hòa - Huyện Chư Pưh - Gia Lai
22A Đường Wưu - Phường Ia Kring - Thành phố  Pleiku - Gia Lai
142 Lê Lợi - Phường Hoa Lư - Thành phố  Pleiku - Gia Lai
44 Tăng Bạt Hổ - Phường Yên Đỗ - Thành phố  Pleiku - Gia Lai
Thôn Hlil II - Xã Ia Ma Rơn - Huyện IaPa - Gia Lai
1054 Hùng Vương - Thị trấn Chư Sê - Huyện Chư Sê - Gia Lai
Xã Krông Năng - Huyện Krông Pa - Gia Lai
Xã Krông Năng - Huyện Krông Pa - Gia Lai
Klah - Huyện Kông Chro - Gia Lai
Làng Lân - Huyện Ia Grai - Gia Lai
65A Triệu Quang Phục - Phường Phù Đổng - Thành phố  Pleiku - Gia Lai
Thôn Chư Hậu 5 - Xã Ia Yok - Huyện Ia Grai - Gia Lai
Thôn 3 - Xã Tân Sơn - Thành phố  Pleiku - Gia Lai
480 Lê Đại Hành - Phường Yên Thế - Thành phố  Pleiku - Gia Lai
21 Phan Đình Phùng - Phường Tây Sơn - Thành phố  Pleiku - Gia Lai
05 Trần Quang Diệu - Phường Thống Nhất - Thành phố  Pleiku - Gia Lai
309 Trường Chinh - Phường Trà Bá - Thành phố  Pleiku - Gia Lai
Thôn Tân Phú - Xã Đăk Djrăng - Huyện Mang Yang - Gia Lai
đường Lý Thường Kiệt, thôn 1 - Xã Chư á - Thành phố  Pleiku - Gia Lai
Thôn 2 - Huyện Mang Yang - Gia Lai
226 a Lê Thánh Tôn - Phường Ia Kring - Thành phố  Pleiku - Gia Lai
Lô 01, tổ 7 - Thị trấn Chư Sê - Huyện Chư Sê - Gia Lai
64 Tôn Thất Thuyết, Tổ 1 - Phường Hoa Lư - Thành phố  Pleiku - Gia Lai
168 Cao Bá Quát - Phường Yên Đỗ - Thành phố  Pleiku - Gia Lai
241/4 Phạm Văn Đồng - Phường Thống Nhất - Thành phố  Pleiku - Gia Lai
859 Trường Chinh - Phường Chi Lăng - Thành phố  Pleiku - Gia Lai
Thôn Tao Chor A - Xã Ia Hrú - Huyện Chư Pưh - Gia Lai
556 Lê Đại Hành - Thành phố  Pleiku - Gia Lai
Buôn Nai - Huyện Krông Pa - Gia Lai
Thôn Ia Ping - Xã Ia Ly - Huyện Chư Păh - Gia Lai
1016 Hùng Vương - Thị trấn Chư Sê - Huyện Chư Sê - Gia Lai
Xã Ia Trốk - Huyện IaPa - Gia Lai
75 Đ.Lê Lợi - Tổ 10 - Huyện Kbang - Gia Lai
37 Trần Quý Cáp - Phường Tây Sơn - Thành phố  Pleiku - Gia Lai
19 Nguyễn Đình Chiểu - Phường Tây Sơn - Thành phố  Pleiku - Gia Lai
Tổ 2 - Phường Thắng Lợi - Thành phố  Pleiku - Gia Lai
55 Nguyễn Thái Bình - Phường Ia Kring - Thành phố  Pleiku - Gia Lai
248C Phan Đình Phùng - Phường Yên Đỗ - Thành phố  Pleiku - Gia Lai
Thôn 2 - Xã Biển Hồ - Thành phố  Pleiku - Gia Lai
Lô 6, đường Nguyễn Huệ (Khu Trung tâm thương mại Đắk Đoa - Thị trấn Đăk Đoa - Huyện Đak Đoa - Gia Lai
Lô 8 + 9, đường Nguyễn Huệ (Khu Trung tâm thương mại Đắk Đoa - Thị trấn Đăk Đoa - Huyện Đak Đoa - Gia Lai
178 Tôn Đức Thắng - Phường Yên Thế - Thành phố  Pleiku - Gia Lai
42 Nguyễn Lương Bằng - Phường Hoa Lư - Thành phố  Pleiku - Gia Lai
Thôn 1 - Xã Nam Yang - Huyện Đak Đoa - Gia Lai
Thôn Hợp Hòa - Xã Ia Drăng - Huyện Chư Prông - Gia Lai
429 Lê Đại Hành, tổ 2 - Phường Yên Thế - Thành phố  Pleiku - Gia Lai
163 Ngô Quyền - Xã Biển Hồ - Thành phố  Pleiku - Gia Lai
Đội 8, Thôn 3 - Xã Ia KRai - Huyện Ia Grai - Gia Lai
Thôn Plei Đung - Xã Ia Hrú - Huyện Chư Pưh - Gia Lai
Tổ 15 - Phường Hội Phú - Thành phố  Pleiku - Gia Lai
23 B Nguyễn Trường Tộ - Phường Diên Hồng - Thành phố  Pleiku - Gia Lai
Tổ 3 (Hẻm 205 Lê Đại Hành) - Phường Đống Đa - Thành phố  Pleiku - Gia Lai
Thôn 10 - Xã Ia Pết - Huyện Đak Đoa - Gia Lai
Thôn 2 - Xã Tân Bình - Huyện Đak Đoa - Gia Lai
57 Nguyễn Thái Bình - Phường Ia Kring - Thành phố  Pleiku - Gia Lai
61 Thống Nhất - Huyện Krông Pa - Gia Lai
Tân Định - Huyện ĐakPơ - Gia Lai
Thôn 2 - Xã Ia HLốp - Huyện Chư Sê - Gia Lai
561 Trần Hưng Đạo - Phường Cheo Reo - Thị xã Ayun Pa - Gia Lai
Đường Nguyễn Chí Thanh, Làng Chuét II - Phường Thắng Lợi - Thành phố  Pleiku - Gia Lai
Hiệp An - Huyện ĐakPơ - Gia Lai
Thôn Briu - Huyện IaPa - Gia Lai
Thôn 2 - Huyện IaPa - Gia Lai
Thôn Đkun - Huyện IaPa - Gia Lai
Hẻm Quang Trung, tổ 17 - Thị trấn KBang - Huyện Kbang - Gia Lai
Thôn Hòa Tín - Huyện Chư Pưh - Gia Lai
Thôn Kênh Siêu - Xã Chư Pơng - Huyện Chư Sê - Gia Lai
145/30 đường Thống Nhất - Phường Ia Kring - Thành phố  Pleiku - Gia Lai
15 Trần Quang Diệu - Phường Thống Nhất - Thành phố  Pleiku - Gia Lai
44B Quang Trung - Thị trấn Phú Túc - Huyện Krông Pa - Gia Lai
181 Lê Đại Hành - Phường Đống Đa - Thành phố  Pleiku - Gia Lai
Tổ 2 - Phường Chi Lăng - Thành phố  Pleiku - Gia Lai
324B Hùng Vương - Thị trấn Chư Prông - Huyện Chư Prông - Gia Lai
Thôn Châu Khê - Xã Đăk Yă - Huyện Mang Yang - Gia Lai
33 Tôn Thất Tùng, tổ 12 - Phường Phù Đổng - Thành phố  Pleiku - Gia Lai
51 Trần Hưng Đạo - Huyện Krông Pa - Gia Lai
Thôn Hòa Thành - Xã Ia Phang - Huyện Chư Pưh - Gia Lai
608 Quang Trung - Phường Tây Sơn - Thị xã An Khê - Gia Lai
04 Nguyễn Công Trứ - Phường Yên Đỗ - Thành phố  Pleiku - Gia Lai
17 Đinh Tiên Hoàng - Phường Diên Hồng - Thành phố  Pleiku - Gia Lai
140 Lê Đại Hành - Phường Đống Đa - Thành phố  Pleiku - Gia Lai
542 Trường Chinh - Phường Chi Lăng - Thành phố  Pleiku - Gia Lai
Thôn Linh Nham - Xã Đăk Djrăng - Huyện Mang Yang - Gia Lai
Thôn 18 - Xã Đăk Sơmei - Huyện Đak Đoa - Gia Lai
Thôn 4 - Xã Đak Krong - Huyện Đak Đoa - Gia Lai
Thôn Hòa Phú - Thị trấn Nhơn Hoà - Huyện Chư Pưh - Gia Lai
284 Cách Mạng Tháng Tám - Phường Hoa Lư - Thành phố  Pleiku - Gia Lai
Tổ 5 - Phường Chi Lăng - Thành phố  Pleiku - Gia Lai
Làng Bua - Huyện Đức Cơ - Gia Lai
538 Hùng Vương - Phường Hội Phú - Thành phố  Pleiku - Gia Lai
20 Phạm Văn Đồng - Phường Hoa Lư - Thành phố  Pleiku - Gia Lai
67C Hoàng Văn Thụ - Phường Yên Đỗ - Thành phố  Pleiku - Gia Lai
20 Nguyễn Thị Minh Khai - Phường Yên Đỗ - Thành phố  Pleiku - Gia Lai
73 đường Lê Thánh Tôn, tổ 5 - Phường Ia Kring - Thành phố  Pleiku - Gia Lai
223 Hùng Vương - Phường Hội Thương - Thành phố  Pleiku - Gia Lai
Thôn Tân Phú - Xã Đăk Djrăng - Huyện Mang Yang - Gia Lai
23 Nguyễn Văn Trỗi - Thị trấn Chư Sê - Huyện Chư Sê - Gia Lai
. - Xã A Dơk - Huyện Đak Đoa - Gia Lai
Làng Bua - Xã Ia Pnôn - Huyện Đức Cơ - Gia Lai
17/01 Ký Con, Tổ dân phố 7 - Phường Yên Thế - Thành phố  Pleiku - Gia Lai
409 Lê Thánh Tôn, tổ 15 - Phường Hội Phú - Thành phố  Pleiku - Gia Lai
22 Sư Vạn Hạnh - Phường Hội Thương - Thành phố  Pleiku - Gia Lai
166 B Lý Thái Tổ - Phường Yên Đỗ - Thành phố  Pleiku - Gia Lai
23 Đinh Tiên Hoàng - Phường Diên Hồng - Thành phố  Pleiku - Gia Lai
Thôn Hàm Rồng - Xã Chư HDrông - Thành phố  Pleiku - Gia Lai
58/8 Phạm Ngũ Lão - Phường Trà Bá - Thành phố  Pleiku - Gia Lai
Tổ 5 - Phường Trà Bá - Thành phố  Pleiku - Gia Lai
267 Hùng Vương - Huyện Krông Pa - Gia Lai
Thôn Cửa khẩu - Xã Ia Dom - Huyện Đức Cơ - Gia Lai
Thôn 7 - Xã Nghĩa Hòa - Huyện Chư Păh - Gia Lai
Khu Phố II - Thị trấn Phú Hòa - Huyện Chư Păh - Gia Lai
Thôn 3 - Xã Ia Tôr - Huyện Chư Prông - Gia Lai
Thôn 4 - Xã Thăng Hưng - Huyện Chư Prông - Gia Lai
Thôn 1 - Xã Thăng Hưng - Huyện Chư Prông - Gia Lai
Tỉnh lộ 665 Làng Phun - Huyện Chư Prông - Gia Lai
Thôn Hòa Bình - Xã Bàu Cạn - Huyện Chư Prông - Gia Lai
Thôn Thủy Phú - Xã Ia Le - Huyện Chư Pưh - Gia Lai
32 Hoàng Hoa Thám - Phường Tây Sơn - Thị xã An Khê - Gia Lai
Làng Lân - Xã Ia O - Huyện Ia Grai - Gia Lai
Tổ dân phố 4 - Thị trấn Phú Túc - Huyện Krông Pa - Gia Lai
Tổ 2 - Thị trấn Đăk Đoa - Huyện Đak Đoa - Gia Lai
Thôn 1 - Xã Ia Pia - Huyện Chư Prông - Gia Lai
Phú Mỹ - Xã Ia Băng - Huyện Chư Prông - Gia Lai
674-676 Phạm Văn Đồng - Phường Yên Thế - Thành phố  Pleiku - Gia Lai
915A Phạm Văn Đồng - Phường Yên Thế - Thành phố  Pleiku - Gia Lai
387 Hoàng Sa - Xã Diên Phú - Thành phố  Pleiku - Gia Lai
958 Hùng Vương - Thị trấn Chư Sê - Huyện Chư Sê - Gia Lai
Thôn Hòa Thuận - Xã Ia Phang - Huyện Chư Pưh - Gia Lai
Thôn Thủy Phú - Xã Ia Le - Huyện Chư Pưh - Gia Lai
Thôn Yên Me - Xã Ia Me - Huyện Chư Prông - Gia Lai
86 Phạm Văn Đồng - Phường Hoa Lư - Thành phố  Pleiku - Gia Lai
Thôn 5 - Xã Diên Phú - Thành phố  Pleiku - Gia Lai
136 Nguyễn Chí Thanh - Phường Chi Lăng - Thành phố  Pleiku - Gia Lai
Thôn Yên Me - Xã Ia Me - Huyện Chư Prông - Gia Lai
21 Lê Hồng Phong - Phường Đoàn Kết - Thị xã Ayun Pa - Gia Lai
107 Lương Thế Vinh - Phường Yên Thế - Thành phố  Pleiku - Gia Lai
257 Nguyễn Viết Xuân, tổ 10 - Phường Hội Phú - Thành phố  Pleiku - Gia Lai
35 Phan Đi�nh Gio�t - Phường Hoa Lư - Thành phố  Pleiku - Gia Lai
Làng Myah - Xã Ia KRai - Huyện Ia Grai - Gia Lai
Số nhà 357 Nguyễn Huệ, tổ dân phố 3 - Thị trấn Đăk Đoa - Huyện Đak Đoa - Gia Lai
Tổ dân phố 7 - Thị trấn Chư Sê - Huyện Chư Sê - Gia Lai
Thôn7 - Xã Ia Blang - Huyện Chư Sê - Gia Lai
Thôn Bản Tân - Xã Ia Phìn - Huyện Chư Prông - Gia Lai
Thôn Plei Đung - Xã Ia Hrú - Huyện Chư Pưh - Gia Lai
Thôn Hòa Tín - Thị trấn Nhơn Hoà - Huyện Chư Pưh - Gia Lai
Lô 76 đường Ngô Mây - Phường Đoàn Kết - Thị xã Ayun Pa - Gia Lai
30A Yên Đỗ - Phường Yên Đỗ - Thành phố  Pleiku - Gia Lai
Thôn Khối Jố - Xã Ia Tiêm - Huyện Chư Sê - Gia Lai
Thôn Phù Cát - Xã Ia Vê - Huyện Chư Prông - Gia Lai
60 Trần Hưng Đạo - Phường Sông Bờ - Thị xã Ayun Pa - Gia Lai
Làng Lút - Xã Ia Phí - Huyện Chư Păh - Gia Lai
629 Lê Duẩn - Xã Chư á - Thành phố  Pleiku - Gia Lai
Thôn Grang II - Xã Ia Phìn - Huyện Chư Prông - Gia Lai
Đường Lê Lai, Thôn Mỹ Thạch I - Thị trấn Chư Sê - Huyện Chư Sê - Gia Lai
31 Chu Văn An - Phường Phù Đổng - Thành phố  Pleiku - Gia Lai
58 Nguyễn Công Trứ - Phường Yên Đỗ - Thành phố  Pleiku - Gia Lai
Thôn Xuân Me - Xã Ia Me - Huyện Chư Prông - Gia Lai
Tổ dân phố 13 - Thị trấn Chư Sê - Huyện Chư Sê - Gia Lai
Thôn Hòa Lộc - Xã Ia Phang - Huyện Chư Pưh - Gia Lai
Thôn Hòa Lộc - Xã Ia Phang - Huyện Chư Pưh - Gia Lai
Thôn Hòa Thuận - Xã Ia Phang - Huyện Chư Pưh - Gia Lai
Thôn Hòa Hiệp - Thị trấn Nhơn Hoà - Huyện Chư Pưh - Gia Lai
760 Hùng Vương - Thị trấn Chư Sê - Huyện Chư Sê - Gia Lai
Làng Xung O - Xã Ia O - Huyện Chư Prông - Gia Lai
Thôn Hoa�ng Tiên - Xã Ia Phìn - Huyện Chư Prông - Gia Lai
Thôn Hòa Tín - Thị trấn Nhơn Hoà - Huyện Chư Pưh - Gia Lai
142 Phan Chu Trinh, tổ 12 - Phường Yên Thế - Thành phố  Pleiku - Gia Lai
Tổ 7 - Phường Yên Thế - Thành phố  Pleiku - Gia Lai
Quốc lộ 14, Thôn Phú Mỹ - Xã Ia Băng - Huyện Chư Prông - Gia Lai
Thôn 1 - Xã Ia Nhin - Huyện Chư Păh - Gia Lai
194 Tôn Đức Thắng - Phường Yên Thế - Thành phố  Pleiku - Gia Lai
41 Nguyễn Thái Học, tổ 5 - Phường Hội Thương - Thành phố  Pleiku - Gia Lai
52/305 đường Trần Phú, tổ 11 - Phường Diên Hồng - Thành phố  Pleiku - Gia Lai
10 B Nguyê�n Trươ�ng TôÊ - Phường Diên Hồng - Thành phố  Pleiku - Gia Lai
638 Hùng Vương - Thị trấn Chư Sê - Huyện Chư Sê - Gia Lai
Thôn Đồng Tâm - Xã Bàu Cạn - Huyện Chư Prông - Gia Lai
561 Trần Hưng Đạo - Phường Cheo Reo - Thị xã Ayun Pa - Gia Lai
Thôn Ia Rôk - Xã Chư HDrông - Thành phố  Pleiku - Gia Lai
Thôn Nam Hà - Xã Ia Ke - Huyện Phú Thiện - Gia Lai
Làng Kon sơ lăng - Xã Hà Tây - Huyện Chư Păh - Gia Lai
Tổ dân phố 11 - Phường An Phú - Thị xã An Khê - Gia Lai
254 PhaÊm Văn Đô�ng - Phường Thống Nhất - Thành phố  Pleiku - Gia Lai
152 Nguyễn Huệ - Thị trấn Đăk Đoa - Huyện Đak Đoa - Gia Lai
Thôn Cư�a Khâ�u - Xã Ia Dom - Huyện Đức Cơ - Gia Lai
Xóm 2, thôn Đức Tân - Xã Ia Sao - Huyện Ia Grai - Gia Lai
561 Trần Hưng Đạo - Phường Cheo Reo - Thị xã Ayun Pa - Gia Lai
32 Nguyễn Đình Chiểu - Phường Tây Sơn - Thành phố  Pleiku - Gia Lai
109 Hai Ba� Trưng - Phường Diên Hồng - Thành phố  Pleiku - Gia Lai
Chư Đông - Xã Chư Gu - Huyện Krông Pa - Gia Lai
đường Đỗ Trạc, tổ dân phố 10 - Phường An Phú - Thị xã An Khê - Gia Lai
01 Phan Bội Châu - Phường Hội Thương - Thành phố  Pleiku - Gia Lai
65 A Triệu Quang Phục - Phường Phù Đổng - Thành phố  Pleiku - Gia Lai
Tổ 15 - Phường Tây Sơn - Thành phố  Pleiku - Gia Lai
53 Quang Trung - Phường Hội Thương - Thành phố  Pleiku - Gia Lai
Thôn Cát Tân - Xã Ia Bang - Huyện Chư Prông - Gia Lai
258 Cách Mạng - Phường Hoa Lư - Thành phố  Pleiku - Gia Lai
90/35 Trươ�ng Chinh - Phường Phù Đổng - Thành phố  Pleiku - Gia Lai
Thôn 4 - Xã Trà Đa - Thành phố  Pleiku - Gia Lai
Thôn 4 - Xã Trà Đa - Thành phố  Pleiku - Gia Lai
Thôn Hàm Rồng - Xã Chư HDrông - Thành phố  Pleiku - Gia Lai
26 Nguyễn Du - Thị trấn Chư Sê - Huyện Chư Sê - Gia Lai
32 Đinh Tiên Hoàng - Phường Diên Hồng - Thành phố  Pleiku - Gia Lai
Tổ 11 - Phường Phù Đổng - Thành phố  Pleiku - Gia Lai
8/12 Nguyê�n Văn Cư�, tô� 13 - Phường Diên Hồng - Thành phố  Pleiku - Gia Lai
Tô� dân phô� 9, đươ�ng Nguyê�n HuêÊ - Thị trấn Đăk Đoa - Huyện Đak Đoa - Gia Lai
Thôn 4 - Huyện Kông Chro - Gia Lai
114 A Trươ�ng Chinh - Phường Phù Đổng - Thành phố  Pleiku - Gia Lai
206 A Lê Duẩn - Phường Trà Bá - Thành phố  Pleiku - Gia Lai
32 Tăng Bạt Hổ - Phường Yên Đỗ - Thành phố  Pleiku - Gia Lai
74 Chu Văn An - Phường An Tân - Thị xã An Khê - Gia Lai
Thôn Tân Định - Xã Tân An - Huyện ĐakPơ - Gia Lai
350 Lê Đại Hành - Phường Yên Thế - Thành phố  Pleiku - Gia Lai
960 A Phạm Văn Đồng - Phường Yên Thế - Thành phố  Pleiku - Gia Lai
833 Phạm Văn Đồng - Phường Yên Thế - Thành phố  Pleiku - Gia Lai
27/36 A Lê Đại Hành - Phường Thống Nhất - Thành phố  Pleiku - Gia Lai
75/55 Phù Đổng - Phường Phù Đổng - Thành phố  Pleiku - Gia Lai
Thôn Hàm Rồng - Xã Chư HDrông - Thành phố  Pleiku - Gia Lai
Đường Quang Trung - Huyện Krông Pa - Gia Lai
Tổ Dân Phố 12 - Hùng Vương - Huyện Chư Sê - Gia Lai
19 A Phan Đình Phùng - Phường Tây Sơn - Thành phố  Pleiku - Gia Lai
17 Nguyễn Đường - Thị trấn Phú Hòa - Huyện Chư Păh - Gia Lai
357 Hai Bà Trưng - Phường Diên Hồng - Thành phố  Pleiku - Gia Lai
95/29 đường Thống Nhất - Phường Ia Kring - Thành phố  Pleiku - Gia Lai
Thôn 4 - Xã Gào - Thành phố  Pleiku - Gia Lai
28 Tôn Thất Tùng - Phường Phù Đổng - Thành phố  Pleiku - Gia Lai
126/28 Phan Đi�nh Phu�ng - Phường Tây Sơn - Thành phố  Pleiku - Gia Lai
Tổ 15 - Phường Hội Phú - Thành phố  Pleiku - Gia Lai
Thôn Phú Bình - Xã Ia Le - Huyện Chư Pưh - Gia Lai
163 Thống Nhất - Phường Ia Kring - Thành phố  Pleiku - Gia Lai
Thôn 1 Xã Yang Trung - Huyện Kông Chro - Gia Lai
Tổ 1 - Thị trấn Kông Chro - Huyện Kông Chro - Gia Lai
Thôn Cửa Khẩu - Xã Ia Dom - Huyện Đức Cơ - Gia Lai
Thôn Đồng Tâm - Huyện Chư Sê - Gia Lai
Lô C23 Cụm Công nghiệp Diên Phú - Xã Diên Phú - Thành phố  Pleiku - Gia Lai
Hẻm 23 Mạc Đăng Dung - Phường Hội Phú - Thành phố  Pleiku - Gia Lai
49 Nguyê�n ThiêÊn ThuâÊt - Phường Diên Hồng - Thành phố  Pleiku - Gia Lai
Tổ 5 - Phường Trà Bá - Thành phố  Pleiku - Gia Lai
56 Quang Trung, Tô� 2 - Thị trấn Phú Hòa - Huyện Chư Păh - Gia Lai
127 Lê Thánh Tôn, Tổ 9 - Phường Ia Kring - Thành phố  Pleiku - Gia Lai
43 Ly� Nam Đê� - Phường Trà Bá - Thành phố  Pleiku - Gia Lai
268 Hùng Vương - Thị trấn Chư Prông - Huyện Chư Prông - Gia Lai
Tổ 13 - Phường Phù Đổng - Thành phố  Pleiku - Gia Lai
Thôn Hàm Rồng - Xã Chư HDrông - Thành phố  Pleiku - Gia Lai
85 Lý Thường Kiệt - Thị trấn Đăk Đoa - Huyện Đak Đoa - Gia Lai
Thị trấn Nhơn Hòa - Huyện Chư Pưh - Gia Lai
Thị trấn Nhơn Hòa - Huyện Chư Pưh - Gia Lai
Thị trấn Nhơn Hòa - Thị trấn Nhơn Hoà - Huyện Chư Pưh - Gia Lai
Thị trấn Nhơn Hòa - Thị trấn Nhơn Hoà - Huyện Chư Pưh - Gia Lai
Thị trấn Nhơn Hòa - Thị trấn Nhơn Hoà - Huyện Chư Pưh - Gia Lai
39 Trần Phú - Phường Tây Sơn - Thành phố  Pleiku - Gia Lai
Thôn Hưng Phú 1 - Xã Ia RSươm - Huyện Krông Pa - Gia Lai
10A Võ Thị Sáu - Phường Ia Kring - Thành phố  Pleiku - Gia Lai
39 Nguyễn Văn Trỗi - Phường Hội Thương - Thành phố  Pleiku - Gia Lai
62 Tôn Thất Thuyết, tổ 1 - Phường Hoa Lư - Thành phố  Pleiku - Gia Lai
Tổ dân phố 9 - Thị trấn Chư Sê - Huyện Chư Sê - Gia Lai
Thôn 1 - Xã Ia Pia - Huyện Chư Prông - Gia Lai
07 Nguyễn Trãi, Tổ 6 - Phường Tây Sơn - Thị xã An Khê - Gia Lai
Tổ 13 - Phường Hội Phú - Thành phố  Pleiku - Gia Lai
Thôn Cửa Khẩu - Xã Ia Dom - Huyện Đức Cơ - Gia Lai
47 Hùng Vương - Thị trấn Phú Hòa - Huyện Chư Păh - Gia Lai
89/12 Lương Đình Của - Phường Trà Bá - Thành phố  Pleiku - Gia Lai
107 Đường Hùng Vương - Thị trấn Phú Hòa - Huyện Chư Păh - Gia Lai
Thi trấn Nhơn Hoà - Huyện Chư Pưh - Gia Lai
123 Lê Thánh Tôn - Phường Ia Kring - Thành phố  Pleiku - Gia Lai
116 Lê Đại Hành - Phường Thống Nhất - Thành phố  Pleiku - Gia Lai
Thôn Bôn Biah C - Xã Ia Tul - Huyện IaPa - Gia Lai
303 Hùng Vương - Thị trấn Ia Kha - Huyện Ia Grai - Gia Lai
Thôn Cầu Vàng - Xã K- Dang - Huyện Đak Đoa - Gia Lai
Tổ 12 - Huyện Chư Sê - Gia Lai
Làng Tăng - Xã Ia O - Huyện Ia Grai - Gia Lai
Đường Nguyễn Bá Lân - Thành phố  Pleiku - Gia Lai
11B Nguyễn Văn Trỗi - Phường Hội Thương - Thành phố  Pleiku - Gia Lai
14 Trần Quốc Toản - Phường Yên Đỗ - Thành phố  Pleiku - Gia Lai
176-178 Đường Phù Đổng - Phường Phù Đổng - Thành phố  Pleiku - Gia Lai
Tổ dân phố 5 - Huyện Phú Thiện - Gia Lai
Xã Ia Chía - Huyện Ia Grai - Gia Lai
83 Đinh Tiên Hoàng - Phường Diên Hồng - Thành phố  Pleiku - Gia Lai
02 Lê Lai - Phường Tây Sơn - Thành phố  Pleiku - Gia Lai
Đường Lý Tự Trọng - Tổ dân phố 4 - Thị trấn Ia Kha - Huyện Ia Grai - Gia Lai
136 Hùng Vương - Huyện Chư Păh - Gia Lai
98 Lê Đại Hành - Phường Thống Nhất - Thành phố  Pleiku - Gia Lai
61/3 đường Wừu - Phường Ia Kring - Thành phố  Pleiku - Gia Lai
157 Trường Chinh - Phường Trà Bá - Thành phố  Pleiku - Gia Lai
Lô A5 Khu phố An Mỹ - Khu Đô thị Cầu Sắt, Đường Tôn Thất Tùn - Phường Phù Đổng - Thành phố  Pleiku - Gia Lai
